inp	gt
"3394	ལྔུའ"	"3394	ལྔུའ"
"2784	རྗུང"	"2784	རྗུང"
"584	རྨྱེ"	"584	རྨྱེ"
"984	བསྒྱི"	"984	བསྒྱི"
"3194	ལྔའ"	"3194	ལྔའ"
"1382	ཤིག"	"1382	ཤིག"
"0	ཀ"	"0	ཀ"
"1655	ཨུད"	"1655	ཨུད"
"2499	ངེས"	"2499	ངེས"
"756	མཇུ"	"756	མཇུ"
"1558	འོང"	"1558	འོང"
"1817	ནོན"	"1817	ནོན"
"2169	ངོའ"	"2169	ངོའ"
"3307	ལྟིར"	"3307	ལྟིར"
"1390	ཅུག"	"1390	ཅུག"
"1479	ངིང"	"1479	ངིང"
"1377	ཟིག"	"1377	ཟིག"
"3406	ལྗུར"	"3406	ལྗུར"
"310	ཟེ"	"310	ཟེ"
"883	བརྩུ"	"883	བརྩུ"
"3335	ལྕུག"	"3335	ལྕུག"
"256	སི"	"256	སི"
"1895	ཨུབ"	"1895	ཨུབ"
"3404	ལྔུར"	"3404	ལྔུར"
"713	བཅུ"	"713	བཅུ"
"203	བརྙ"	"203	བརྙ"
"2457	ཟིས"	"2457	ཟིས"
"12	པ"	"12	པ"
"1458	པོག"	"1458	པོག"
"3253	ལྒིད"	"3253	ལྒིད"
"2100	རིའ"	"2100	རིའ"
"698	དཔོ"	"698	དཔོ"
"2633	རྦས"	"2633	རྦས"
"3168	ལྤན"	"3168	ལྤན"
"2830	རྒུམ"	"2830	རྒུམ"
"425	ལྦེ"	"425	ལྦེ"
"2596	རྣའ"	"2596	རྣའ"
"2841	རྐུའ"	"2841	རྐུའ"
"1123	ཇད"	"1123	ཇད"
"1642	ཙུད"	"1642	ཙུད"
"3054	རྨོན"	"3054	རྨོན"
"2162	ཤེའ"	"2162	ཤེའ"
"3076	རྡོམ"	"3076	རྡོམ"
"848	དབྱེ"	"848	དབྱེ"
"112	སྣྲ"	"112	སྣྲ"
"1928	གོབ"	"1928	གོབ"
"140	མཁ"	"140	མཁ"
"3188	ལྡམ"	"3188	ལྡམ"
"2407	ཁོལ"	"2407	ཁོལ"
"739	བཤོ"	"739	བཤོ"
"778	མཇོ"	"778	མཇོ"
"2804	རྗུད"	"2804	རྗུད"
"1731	མིན"	"1731	མིན"
"847	དཔྱེ"	"847	དཔྱེ"
"774	མཁོ"	"774	མཁོ"
"1748	གུན"	"1748	གུན"
"1320	རལ"	"1320	རལ"
"900	བརྟོ"	"900	བརྟོ"
"2834	རྟུམ"	"2834	རྟུམ"
"3452	ལྐེད"	"3452	ལྐེད"
"238	ཐི"	"238	ཐི"
"754	མངུ"	"754	མངུ"
"1052	འཁྲོ"	"1052	འཁྲོ"
"459	སྒེ"	"459	སྒེ"
"517	སྲི"	"517	སྲི"
"3225	ལྕས"	"3225	ལྕས"
"2587	རྫམ"	"2587	རྫམ"
"294	ཆེ"	"294	ཆེ"
"1442	ཤེག"	"1442	ཤེག"
"1143	སད"	"1143	སད"
"2947	རྩེབ"	"2947	རྩེབ"
"2854	རྒུར"	"2854	རྒུར"
"3279	ལྤིབ"	"3279	ལྤིབ"
"2427	ཟོལ"	"2427	ཟོལ"
"2912	རྫེང"	"2912	རྫེང"
"2423	ཚོལ"	"2423	ཚོལ"
"18	ཛ"	"18	ཛ"
"1231	ལམ"	"1231	ལམ"
"318	ཨེ"	"318	ཨེ"
"133	བཏ"	"133	བཏ"
"388	རྗོ"	"388	རྗོ"
"3313	ལྒིལ"	"3313	ལྒིལ"
"3036	རྗོད"	"3036	རྗོད"
"1581	མོང"	"1581	མོང"
"2160	རེའ"	"2160	རེའ"
"3002	རྟེས"	"3002	རྟེས"
"2396	ཞེལ"	"2396	ཞེལ"
"3081	རྫོམ"	"3081	རྫོམ"
"14	བ"	"14	བ"
"1659	ངེད"	"1659	ངེད"
"1372	ཅིག"	"1372	ཅིག"
"1254	ཛའ"	"1254	ཛའ"
"905	བལྟི"	"905	བལྟི"
"1843	ཉིབ"	"1843	ཉིབ"
"990	བསྒྱུ"	"990	བསྒྱུ"
"1278	པར"	"1278	པར"
"445	སྦི"	"445	སྦི"
"1694	ཏོད"	"1694	ཏོད"
"3089	རྣོའ"	"3089	རྣོའ"
"2599	རྩའ"	"2599	རྩའ"
"341	འོ"	"341	འོ"
"1745	ཨིན"	"1745	ཨིན"
"2116	ཐུའ"	"2116	ཐུའ"
"288	ཨུ"	"288	ཨུ"
"2121	བུའ"	"2121	བུའ"
"1610	བིད"	"1610	བིད"
"655	གཅེ"	"655	གཅེ"
"2829	རྩུམ"	"2829	རྩུམ"
"3310	ལྦིར"	"3310	ལྦིར"
"1488	པིང"	"1488	པིང"
"2045	ཨེམ"	"2045	ཨེམ"
"408	ལྒུ"	"408	ལྒུ"
"595	སྤྱུ"	"595	སྤྱུ"
"1139	འད"	"1139	འད"
"224	འཁྲ"	"224	འཁྲ"
"572	བློ"	"572	བློ"
"3178	ལྤབ"	"3178	ལྤབ"
"1854	ཛིབ"	"1854	ཛིབ"
"2218	འིར"	"2218	འིར"
"122	གཤ"	"122	གཤ"
"1815	ཐོན"	"1815	ཐོན"
"1657	ཁེད"	"1657	ཁེད"
"2425	ཝོལ"	"2425	ཝོལ"
"2890	རྒེག"	"2890	རྒེག"
"2835	རྡུམ"	"2835	རྡུམ"
"2895	རྡེག"	"2895	རྡེག"
"2325	ཐིལ"	"2325	ཐིལ"
"1626	ཀུན"	"1626	ཀུན"
"1209	ངམ"	"1209	ངམ"
"925	བསྟུ"	"925	བསྟུ"
"389	རྙོ"	"389	རྙོ"
"1325	ཨལ"	"1325	ཨལ"
"2488	འུས"	"2488	འུས"
"1147	ཁན"	"1147	ཁན"
"1493	ཚིང"	"1493	ཚིང"
"1947	ཟོབ"	"1947	ཟོབ"
"353	རྙི"	"353	རྙི"
"1804	ཧེན"	"1804	ཧེན"
"525	པུ"	"525	པུ"
"1246	དའ"	"1246	དའ"
"1359	ངིག"	"1359	ངིག"
"1623	སིད"	"1623	སིད"
"2809	རྙུན"	"2809	རྙུན"
"2938	རྒེབ"	"2938	རྒེབ"
"3254	ལྔིད"	"3254	ལྔིད"
"1336	དས"	"1336	དས"
"2917	རྙེད"	"2917	རྙེད"
"1746	ཀུན"	"1746	ཀུན"
"2850	རྨུའ"	"2850	རྨུའ"
"634	གཉི"	"634	གཉི"
"3445	ལྕེང"	"3445	ལྕེང"
"3372	ལྐུབ"	"3372	ལྐུབ"
"1969	ཕིམ"	"1969	ཕིམ"
"2211	མིར"	"2211	མིར"
"2170	ཅོའ"	"2170	ཅོའ"
"3377	ལྟུབ"	"3377	ལྟུབ"
"2795	རྔུད"	"2795	རྔུད"
"3289	ལྤིམ"	"3289	ལྤིམ"
"492	བྱུ"	"492	བྱུ"
"3161	ལྒན"	"3161	ལྒན"
"10	ད"	"10	ད"
"2561	རྨན"	"2561	རྨན"
"1906	དེབ"	"1906	དེབ"
"144	མཇ"	"144	མཇ"
"1762	ཙུན"	"1762	ཙུན"
"1930	ཅོབ"	"1930	ཅོབ"
"2579	རྗམ"	"2579	རྗམ"
"153	འཆ"	"153	འཆ"
"705	བདི"	"705	བདི"
"2312	ཤོར"	"2312	ཤོར"
"2968	རྣེའ"	"2968	རྣེའ"
"810	འདེ"	"810	འདེ"
"2144	ཉེའ"	"2144	ཉེའ"
"2460	རིས"	"2460	རིས"
"3350	ལྦུང"	"3350	ལྦུང"
"2383	ཉེལ"	"2383	ཉེལ"
"695	དཀོ"	"695	དཀོ"
"2313	སོར"	"2313	སོར"
"61	སྨ"	"61	སྨ"
"2919	རྡེད"	"2919	རྡེད"
"3108	རྔོལ"	"3108	རྔོལ"
"1790	བེན"	"1790	བེན"
"1658	གེད"	"1658	གེད"
"1885	ཝུབ"	"1885	ཝུབ"
"2221	ལིར"	"2221	ལིར"
"2999	རྔེས"	"2999	རྔེས"
"2261	ཆེར"	"2261	ཆེར"
"2476	དུས"	"2476	དུས"
"2716	རྣིའ"	"2716	རྣིའ"
"701	བཀི"	"701	བཀི"
"3025	རྙོང"	"3025	རྙོང"
"152	འག"	"152	འག"
"1129	པད"	"1129	པད"
"1706	ཞོད"	"1706	ཞོད"
"3410	ལྦུར"	"3410	ལྦུར"
"1113	ཤང"	"1113	ཤང"
"347	ཧོ"	"347	ཧོ"
"1697	ནོད"	"1697	ནོད"
"2559	རྗག"	"2559	རྗག"
"2230	ཅུར"	"2230	ཅུར"
"3466	ལྗེན"	"3466	ལྗེན"
"3477	ལྟེབ"	"3477	ལྟེབ"
"1805	ཨེན"	"1805	ཨེན"
"228	འབྲ"	"228	འབྲ"
"1354	ཧས"	"1354	ཧས"
"3326	ལྗིས"	"3326	ལྗིས"
"1105	ཛང"	"1105	ཛང"
"2721	རྐིར"	"2721	རྐིར"
"1672	ཙེད"	"1672	ཙེད"
"1525	ཝུང"	"1525	ཝུང"
"3324	ལྔིས"	"3324	ལྔིས"
"1284	ཛར"	"1284	ཛར"
"2872	རྣུལ"	"2872	རྣུལ"
"2040	རེམ"	"2040	རེམ"
"507	མྱོ"	"507	མྱོ"
"1737	ཟིན"	"1737	ཟིན"
"884	བརྫུ"	"884	བརྫུ"
"367	རྡུ"	"367	རྡུ"
"371	རྩུ་"	"371	རྩུ་"
"199	བརྐ"	"199	བརྐ"
"658	གདེ"	"658	གདེ"
"1395	ཐུག"	"1395	ཐུག"
"1768	འུན"	"1768	འུན"
"731	བཀོ"	"731	བཀོ"
"3266	ལྗིན"	"3266	ལྗིན"
"3475	ལྕེབ"	"3475	ལྕེབ"
"119	གཞ"	"119	གཞ"
"3198	ལྡའ"	"3198	ལྡའ"
"2153	ཙེའ"	"2153	ཙེའ"
"3272	ལྐིབ"	"3272	ལྐིབ"
"1978	འིམ"	"1978	འིམ"
"1524	ཛུང"	"1524	ཛུང"
"976	བསླེ"	"976	བསླེ"
"1450	ཅོག"	"1450	ཅོག"
"2934	རྨེན"	"2934	རྨེན"
"45	ལྕ"	"45	ལྕ"
"2329	ཕིལ"	"2329	ཕིལ"
"3046	རྒོན"	"3046	རྒོན"
"915	བསྔི"	"915	བསྔི"
"3261	ལྷིད"	"3261	ལྷིད"
"2112	ཇུའ"	"2112	ཇུའ"
"1214	ཏམ"	"1214	ཏམ"
"1026	འགྲི"	"1026	འགྲི"
"3060	རྗོབ"	"3060	རྗོབ"
"2591	རྔའ"	"2591	རྔའ"
"2052	ཇོམ"	"2052	ཇོམ"
"3062	རྟོབ"	"3062	རྟོབ"
"2727	རྡིར"	"2727	རྡིར"
"1670	བེད"	"1670	བེད"
"121	གཡ"	"121	གཡ"
"743	མངི"	"743	མངི"
"1445	ཨེག"	"1445	ཨེག"
"2115	ཏུའ"	"2115	ཏུའ"
"983	བསྐྱི"	"983	བསྐྱི"
"2083	ཉིའ"	"2083	ཉིའ"
"1574	ཏོང"	"1574	ཏོང"
"1753	ཉུན"	"1753	ཉུན"
"1726	དིན"	"1726	དིན"
"2616	རྗལ"	"2616	རྗལ"
"752	མཁུ"	"752	མཁུ"
"2988	རྗེལ"	"2988	རྗེལ"
"738	བཟོ"	"738	བཟོ"
"3229	ལྤས"	"3229	ལྤས"
"2323	ཉིལ"	"2323	ཉིལ"
"139	བས"	"139	བས"
"2391	མེལ"	"2391	མེལ"
"456	སྨུ"	"456	སྨུ"
"1945	ཝོབ"	"1945	ཝོབ"
"2023	ཉེམ"	"2023	ཉེམ"
"730	བསེ"	"730	བསེ"
"1076	ཝག"	"1076	ཝག"
"1774	ཧུན"	"1774	ཧུན"
"1813	ཉོན"	"1813	ཉོན"
"376	རྗེ"	"376	རྗེ"
"557	སླི"	"557	སླི"
"842	དཔྲུ"	"842	དཔྲུ"
"2327	ནིལ"	"2327	ནིལ"
"2671	རྩིད"	"2671	རྩིད"
"2473	ཉུས"	"2473	ཉུས"
"132	བཅ"	"132	བཅ"
"3227	ལྟས"	"3227	ལྟས"
"2110	ཅུའ"	"2110	ཅུའ"
"602	སྨྱེ"	"602	སྨྱེ"
"3329	ལྤིས"	"3329	ལྤིས"
"1298	གལ"	"1298	གལ"
"184	བསྲ"	"184	བསྲ"
"1466	ཞོག"	"1466	ཞོག"
"3398	ལྡུའ"	"3398	ལྡུའ"
"3018	རྨོག"	"3018	རྨོག"
"1339	ཕས"	"1339	ཕས"
"1201	ལབ"	"1201	ལབ"
"1972	ཙིམ"	"1972	ཙིམ"
"1582	ཙོང"	"1582	ཙོང"
"2911	རྩེང"	"2911	རྩེང"
"2058	པོམ"	"2058	པོམ"
"1701	མོད"	"1701	མོད"
"1592	ཤོང"	"1592	ཤོང"
"907	བལྟུ"	"907	བལྟུ"
"1729	ཕིན"	"1729	ཕིན"
"1189	ཕབ"	"1189	ཕབ"
"1689	ངོད"	"1689	ངོད"
"1992	ཇུམ"	"1992	ཇུམ"
"2982	རྨེར"	"2982	རྨེར"
"2575	རྣང"	"2575	རྣང"
"2061	མོམ"	"2061	མོམ"
"113	གཅ"	"113	གཅ"
"2535	ཐོས"	"2535	ཐོས"
"1667	ནེད"	"1667	ནེད"
"3346	ལྗུང"	"3346	ལྗུང"
"3280	ལྦིབ"	"3280	ལྦིབ"
"181	བགྱ"	"181	བགྱ"
"1490	བིང"	"1490	བིང"
"580	རྒྱུ"	"580	རྒྱུ"
"3473	ལྒེབ"	"3473	ལྒེབ"
"2013	སུམ"	"2013	སུམ"
"2555	ཨོས"	"2555	ཨོས"
"212	བསྒྱ"	"212	བསྒྱ"
"3494	ལྔེའ"	"3494	ལྔེའ"
"3265	ལྕིན"	"3265	ལྕིན"
"2645	རྦིག"	"2645	རྦིག"
"1462	ཙོག"	"1462	ཙོག"
"2098	འིའ"	"2098	འིའ"
"486	རྨྱི"	"486	རྨྱི"
"391	རྡོ"	"391	རྡོ"
"2838	རྨུམ"	"2838	རྨུམ"
"1531	ལུང"	"1531	ལུང"
"2434	ཧོལ"	"2434	ཧོལ"
"951	བཀྱོ"	"951	བཀྱོ"
"566	བླེ"	"566	བླེ"
"2168	གོའ"	"2168	གོའ"
"1360	ཅིག"	"1360	ཅིག"
"1018	མགྱོ"	"1018	མགྱོ"
"2010	རུམ"	"2010	རུམ"
"2730	རྨིར"	"2730	རྨིར"
"2101	ལིའ"	"2101	ལིའ"
"1835	ཨོན"	"1835	ཨོན"
"3454	ལྔེད"	"3454	ལྔེད"
"2149	པེའ"	"2149	པེའ"
"2364	ཛུལ"	"2364	ཛུལ"
"782	མནོ"	"782	མནོ"
"2603	རྔར"	"2603	རྔར"
"406	ལྷི"	"406	ལྷི"
"2178	པོའ"	"2178	པོའ"
"2464	ཧིས"	"2464	ཧིས"
"2551	ལོས"	"2551	ལོས"
"3291	ལྷིམ"	"3291	ལྷིམ"
"1345	ཝས"	"1345	ཝས"
"53	སྒ"	"53	སྒ"
"33	རྗ"	"33	རྗ"
"1830	རོན"	"1830	རོན"
"1225	ཝམ"	"1225	ཝམ"
"1995	ཐུམ"	"1995	ཐུམ"
"512	ཐྲི"	"512	ཐྲི"
"1668	པེད"	"1668	པེད"
"1766	ཞུན"	"1766	ཞུན"
"1516	དུང"	"1516	དུང"
"546	དྲོ"	"546	དྲོ"
"3440	ལྦེག"	"3440	ལྦེག"
"124	དཀ"	"124	དཀ"
"2904	རྗེང"	"2904	རྗེང"
"421	ལྗེ"	"421	ལྗེ"
"1956	ཀིམ"	"1956	ཀིམ"
"596	སྦྱུ"	"596	སྦྱུ"
"326	ཉོ"	"326	ཉོ"
"3196	ལྗའ"	"3196	ལྗའ"
"1512	ཇུང"	"1512	ཇུང"
"234	ཆི"	"234	ཆི"
"1953	སོབ"	"1953	སོབ"
"3285	ལྕིམ"	"3285	ལྕིམ"
"1062	ཆག"	"1062	ཆག"
"1880	བུབ"	"1880	བུབ"
"2568	རྙབ"	"2568	རྙབ"
"104	སྤྱ"	"104	སྤྱ"
"369	རྦུ"	"369	རྦུ"
"2095	ཝིའ"	"2095	ཝིའ"
"159	འཚ"	"159	འཚ"
"863	དབྲོ"	"863	དབྲོ"
"1351	ལས"	"1351	ལས"
"796	འགུ"	"796	འགུ"
"1568	གོང"	"1568	གོང"
"3026	རྟོང"	"3026	རྟོང"
"981	བརྐྱི"	"981	བརྐྱི"
"1587	ཟོང"	"1587	ཟོང"
"2998	རྒེས"	"2998	རྒེས"
"2244	ཛུར"	"2244	ཛུར"
"662	གཟེ"	"662	གཟེ"
"2660	རྫིང"	"2660	རྫིང"
"2781	རྐུང"	"2781	རྐུང"
"3159	ལྷད"	"3159	ལྷད"
"1853	ཚིབ"	"1853	ཚིབ"
"2836	རྣུམ"	"2836	རྣུམ"
"17	ཚ"	"17	ཚ"
"969	བཀླུ"	"969	བཀླུ"
"943	བསྣོ"	"943	བསྣོ"
"2470	ཅུས"	"2470	ཅུས"
"2771	རྔུང"	"2771	རྔུང"
"2825	རྦུབ"	"2825	རྦུབ"
870 བརྟི	870 བརྟི
"971	བརླུ"	"971	བརླུ"
"3311	ལྷིར"	"3311	ལྷིར"
"1819	ཕོན"	"1819	ཕོན"
"1001	བསྐྱོ"	"1001	བསྐྱོ"
"2469	ངུས"	"2469	ངུས"
"1453	ཉོག"	"1453	ཉོག"
"776	མངོ"	"776	མངོ"
"1561	ལེང"	"1561	ལེང"
"1287	ཟར"	"1287	ཟར"
"2177	ནོའ"	"2177	ནོའ"
"1624	ཧིད"	"1624	ཧིད"
"936	བསྩེ"	"936	བསྩེ"
"2782	རྒུང"	"2782	རྒུང"
"3109	རྗོལ"	"3109	རྗོལ"
"1717	ཁིན"	"1717	ཁིན"
"2063	ཚོམ"	"2063	ཚོམ"
"13	ཕ"	"13	ཕ"
"109	སྤྲ"	"109	སྤྲ"
"249	ཞི"	"249	ཞི"
"956	བཀྲུ"	"956	བཀྲུ"
"418	ལྒེ"	"418	ལྒེ"
"2395	ཝེལ"	"2395	ཝེལ"
"1602	ཇིད"	"1602	ཇིད"
"1047	འབྲེ"	"1047	འབྲེ"
"1852	ཙིབ"	"1852	ཙིབ"
"3009	རྐོག"	"3009	རྐོག"
"1250	བའ"	"1250	བའ"
"2879	རྔུས"	"2879	རྔུས"
"2090	བིའ"	"2090	བིའ"
"726	བཙེ"	"726	བཙེ"
"66	པྱ"	"66	པྱ"
"2141	ཅེའ"	"2141	ཅེའ"
"676	གསོ"	"676	གསོ"
"1406	ཞུག"	"1406	ཞུག"
"3299	ལྤིའ"	"3299	ལྤིའ"
"1739	ཡིན"	"1739	ཡིན"
"2704	རྣིམ"	"2704	རྣིམ"
"2266	དེར"	"2266	དེར"
"1352	ཤས"	"1352	ཤས"
"1357	ཁིག"	"1357	ཁིག"
"2749	རྙིས"	"2749	རྙིས"
"2663	རྔིད"	"2663	རྔིད"
"163	དཔྱ"	"163	དཔྱ"
"2859	རྡུར"	"2859	རྡུར"
"3296	ལྗིའ"	"3296	ལྗིའ"
"3464	ལྔེན"	"3464	ལྔེན"
"2477	ནུས"	"2477	ནུས"
"635	གཏི"	"635	གཏི"
"1117	ཀད"	"1117	ཀད"
"659	གནེ"	"659	གནེ"
"601	སྦྱེ"	"601	སྦྱེ"
"3387	ལྟུམ"	"3387	ལྟུམ"
"1210	ཅམ"	"1210	ཅམ"
"1660	ཅེད"	"1660	ཅེད"
"3366	ལྗུན"	"3366	ལྗུན"
"2138	ཁེའ"	"2138	ཁེའ"
"1153	ཉན"	"1153	ཉན"
"2262	ཇེར"	"2262	ཇེར"
"1217	ནམ"	"1217	ནམ"
"1358	གིག"	"1358	གིག"
"3462	ལྐེན"	"3462	ལྐེན"
"966	བཟླི"	"966	བཟླི"
"834	དམྲི"	"834	དམྲི"
"2563	རྫན"	"2563	རྫན"
"1319	ཡལ"	"1319	ཡལ"
"2003	ཚུམ"	"2003	ཚུམ"
"52	སྐ"	"52	སྐ"
"3179	ལྦབ"	"3179	ལྦབ"
"3193	ལྒའ"	"3193	ལྒའ"
"2837	རྦུམ"	"2837	རྦུམ"
"2699	རྔིམ"	"2699	རྔིམ"
"1227	ཟམ"	"1227	ཟམ"
"594	སྒྱུ"	"594	སྒྱུ"
"1448	གོག"	"1448	གོག"
"1826	ཞོན"	"1826	ཞོན"
"1332	ཇས"	"1332	ཇས"
"1913	ཚེབ"	"1913	ཚེབ"
"3369	ལྤུན"	"3369	ལྤུན"
"1064	ཉག"	"1064	ཉག"
"678	དགི"	"678	དགི"
"350	རྒི"	"350	རྒི"
"2574	རྩབ"	"2574	རྩབ"
"442	སྡི"	"442	སྡི"
"750	མཚི"	"750	མཚི"
"355	རྡི"	"355	རྡི"
"395	རྩོ"	"395	རྩོ"
"3233	ལྒིག"	"3233	ལྒིག"
"2187	ཟོའ"	"2187	ཟོའ"
"1501	ལིང"	"1501	ལིང"
"245	ཙི"	"245	ཙི"
"2151	བེའ"	"2151	བེའ"
"629	སྣྲི"	"629	སྣྲི"
"3432	ལྐེག"	"3432	ལྐེག"
"3228	ལྡས"	"3228	ལྡས"
"2333	ཚིལ"	"2333	ཚིལ"
"2868	རྗུལ"	"2868	རྗུལ"
"2939	རྔེབ"	"2939	རྔེབ"
"1393	ཉུག"	"1393	ཉུག"
"2342	ཤིལ"	"2342	ཤིལ"
"2471	ཆུས"	"2471	ཆུས"
"420	ལྕེ"	"420	ལྕེ"
"684	དགུ"	"684	དགུ"
"2300	བོར"	"2300	བོར"
"83	བླ"	"83	བླ"
"1837	ཁིབ"	"1837	ཁིབ"
"2227	ཁུར"	"2227	ཁུར"
"98	ཧྭ"	"98	ཧྭ"
"3283	ལྒིམ"	"3283	ལྒིམ"
"2679	རྡིན"	"2679	རྡིན"
"2475	ཐུས"	"2475	ཐུས"
"3065	རྣོབ"	"3065	རྣོབ"
"2561	རྟག"	"2561	རྟག"
"1761	མུན"	"1761	མུན"
"1601	ཆིད"	"1601	ཆིད"
"291	གེ"	"291	གེ"
"2720	རྫིའ"	"2720	རྫིའ"
"2901	རྐེང"	"2901	རྐེང"
"1154	ཏན"	"1154	ཏན"
"1719	ངིན"	"1719	ངིན"
"1219	ཕམ"	"1219	ཕམ"
"2648	རྫིག"	"2648	རྫིག"
"899	བརྙོ"	"899	བརྙོ"
"2973	རྐེར"	"2973	རྐེར"
"370	རྨུ"	"370	རྨུ"
"808	འཇེ"	"808	འཇེ"
"2891	རྔེག"	"2891	རྔེག"
"1690	ཅོད"	"1690	ཅོད"
"1010	མགྱུ"	"1010	མགྱུ"
"94	ཟྭ"	"94	ཟྭ"
"2400	རེལ"	"2400	རེལ"
"1586	ཞོང"	"1586	ཞོང"
"1398	ཕུག"	"1398	ཕུག"
"3256	ལྗིད"	"3256	ལྗིད"
"424	ལྤེ"	"424	ལྤེ"
"1549	ཕེང"	"1549	ཕེང"
"1547	ནེང"	"1547	ནེང"
"3042	རྨོད"	"3042	རྨོད"
"2625	རྐས"	"2625	རྐས"
"876	བརྒུ"	"876	བརྒུ"
"2596	རྙན"	"2596	རྙན"
"8	ཏ"	"8	ཏ"
"1183	ཉབ"	"1183	ཉབ"
"2893	རྙེག"	"2893	རྙེག"
"84	ཟླ"	"84	ཟླ"
"3000	རྗེས"	"3000	རྗེས"
"2260	ཅེར"	"2260	ཅེར"
"2166	ཀོའ"	"2166	ཀོའ"
"1149	ངན"	"1149	ངན"
"2801	རྦུད"	"2801	རྦུད"
"308	ཝེ"	"308	ཝེ"
"2439	ངེས"	"2439	ངེས"
"373	རྐེ"	"373	རྐེ"
"852	དཔྲེ"	"852	དཔྲེ"
"2597	རྦའ"	"2597	རྦའ"
"2135	ཧུའ"	"2135	ཧུའ"
"1625	ཨིད"	"1625	ཨིད"
"959	བཀྲེ"	"959	བཀྲེ"
"305	ཙེ"	"305	ཙེ"
"980	བསློ"	"980	བསློ"
"3044	རྗོད"	"3044	རྗོད"
"3392	ལྐུའ"	"3392	ལྐུའ"
"2819	རྔུབ"	"2819	རྔུབ"
"44	ལྔ"	"44	ལྔ"
"3183	ལྒམ"	"3183	ལྒམ"
"1579	ཕོང"	"1579	ཕོང"
"1353	སས"	"1353	སས"
"2031	མེམ"	"2031	མེམ"
"1703	ཚོད"	"1703	ཚོད"
"3091	རྨོའ"	"3091	རྨོའ"
"1820	བོན"	"1820	བོན"
"2863	རྩུར"	"2863	རྩུར"
"287	ཧུ"	"287	ཧུ"
"2865	རྐུལ"	"2865	རྐུལ"
"620	སྒྲེ"	"620	སྒྲེ"
"2693	རྦིབ"	"2693	རྦིབ"
"259	ཀུ"	"259	ཀུ"
"2588	རྦད"	"2588	རྦད"
"1802	ཤེན"	"1802	ཤེན"
"1868	གུབ"	"1868	གུབ"
"1342	ཙས"	"1342	ཙས"
"2510	བེས"	"2510	བེས"
"2480	བུས"	"2480	བུས"
"605	སྤྱོ"	"605	སྤྱོ"
"2055	ཐོམ"	"2055	ཐོམ"
"1504	ཧིང"	"1504	ཧིང"
"2246	ཞུར"	"2246	ཞུར"
"271	པུ"	"271	པུ"
"2696	རྫིབ"	"2696	རྫིབ"
"2489	ཡུས"	"2489	ཡུས"
"1652	ཤུད"	"1652	ཤུད"
"1704	ཛོད"	"1704	ཛོད"
"414	ལྤུ"	"414	ལྤུ"
"1424	ཏེག"	"1424	ཏེག"
"2210	བིར"	"2210	བིར"
"118	གཙ"	"118	གཙ"
"2953	རྙེམ"	"2953	རྙེམ"
"20	ཞ"	"20	ཞ"
"1715	ཨོད"	"1715	ཨོད"
"1682	ཤེད"	"1682	ཤེད"
"1270	ཅར"	"1270	ཅར"
"3459	ལྤེད"	"3459	ལྤེད"
"2744	རྫིལ"	"2744	རྫིལ"
"2015	ཡུམ"	"2015	ཡུམ"
"1229	ཡམ"	"1229	ཡམ"
"1615	ཝིད"	"1615	ཝིད"
"930	བསྒེ"	"930	བསྒེ"
"221	འགྱ"	"221	འགྱ"
"484	ཕྱི"	"484	ཕྱི"
"613	སྨྲི"	"613	སྨྲི"
"2512	ཙེས"	"2512	ཙེས"
"1296	ཀལ"	"1296	ཀལ"
"446	སྨི"	"446	སྨི"
"1560	རེང"	"1560	རེང"
"2571	རྣབ"	"2571	རྣབ"
"430	ལྕོ"	"430	ལྕོ"
"3276	ལྗིབ"	"3276	ལྗིབ"
"1172	ཤན"	"1172	ཤན"
"2785	རྙུང"	"2785	རྙུང"
"1681	ལེད"	"1681	ལེད"
"383	རྩེ"	"383	རྩེ"
"1388	གུག"	"1388	གུག"
"1014	མགྱེ"	"1014	མགྱེ"
"1348	འས"	"1348	འས"
"3447	ལྟེང"	"3447	ལྟེང"
"3123	རྟོས"	"3123	རྟོས"
"3214	ལྔལ"	"3214	ལྔལ"
"2238	པུར"	"2238	པུར"
"1787	ནེན"	"1787	ནེན"
"1749	ངུན"	"1749	ངུན"
"2041	ལེམ"	"2041	ལེམ"
"3274	ལྔིབ"	"3274	ལྔིབ"
"1249	ཕའ"	"1249	ཕའ"
"2215	ཝིར"	"2215	ཝིར"
"2398	འེལ"	"2398	འེལ"
"3282	ལྐིམ"	"3282	ལྐིམ"
"64	ཁྱ"	"64	ཁྱ"
"888	བརྗེ"	"888	བརྗེ"
"1133	ཙད"	"1133	ཙད"
"3146	ལྡང"	"3146	ལྡང"
"2203	ཉིར"	"2203	ཉིར"
"3400	ལྦུའ"	"3400	ལྦུའ"
"1612	ཙིད"	"1612	ཙིད"
"2461	ལིས"	"2461	ལིས"
"3069	རྫོབ"	"3069	རྫོབ"
"1106	ཝང"	"1106	ཝང"
"532	གྲེ"	"532	གྲེ"
"2715	རྡིའ"	"2715	རྡིའ"
"1199	ཡབ"	"1199	ཡབ"
"2298	པོར"	"2298	པོར"
"202	བརྗ"	"202	བརྗ"
"2959	རྩེམ"	"2959	རྩེམ"
"1944	ཛོབ"	"1944	ཛོབ"
"2735	རྔིལ"	"2735	རྔིལ"
"3079	རྨོམ"	"3079	རྨོམ"
"2154	ཛེའ"	"2154	ཛེའ"
